"id","name","hd_id","ads_id","variable","ra","dec","visual_magnitude","bv_magnitude","spectral_type_full","spectral_type","sprectral_type_sub","intensity","note_flag"
8854,\N,219634,\N,"V649 Cas ","23 16 26.8","+61 57 47",6.53,0.23,"  B0Vn              ",\N,\N,\N,"*"
8855,\N,219644,\N,\N,"23 18 20.0","-67 28 16",6.13,1.35,"  K2-3III           ",\N,\N,\N,\N
8856,\N,219659,\N,14483,"23 17 40.0","-11 42 47",6.34,0.05,"  A1Vn              ",\N,\N,\N,\N
8857,\N,219668,\N,\N,"23 17 16.6","+45 09 51",6.43,1.07,"  K0IV              ",\N,\N,\N,\N
8858," 93Psi2Aqr",219688,\N,\N,"23 17 54.2","-09 10 57",4.39,-0.15,"  B5V               ",\N,\N,\N,"*"
8859,"   Phi Gru",219693,\N,\N,"23 18 09.9","-40 49 28",5.53,0.44,"  F5V               ",\N,\N,\N,\N
8860,"  8    And",219734,16656,14484,"23 17 44.7","+49 00 55",4.85,1.67,"  M2+IIIBa0.3       ",\N,\N,\N,"*"
8861,\N,219749,\N,"ET And   ","23 17 56.1","+45 29 20",6.48,-0.03,"  B9pSi             ",\N,\N,\N,"*"
8862,"   Tau Oct",219765,\N,\N,"23 28 03.7","-87 28 56",5.49,1.27,"  K2III             ",\N,\N,\N,\N
8863,"   Gam Scl",219784,\N,\N,"23 18 49.4","-32 31 55",4.41,1.13,"  K1III             ",\N,\N,\N,\N
8864,"  9    And",219815,\N,"AN And   ","23 18 23.4","+41 46 25",6.02,\N,"  A7/8Vm            ",\N,\N,\N,"*"
8865," 95Psi3Aqr",219832,16671,14491,"23 18 57.7","-09 36 39",4.98,-0.02,"  A0V               ",\N,\N,\N,"*"
8866," 94    Aqr",219834,16672,\N,"23 19 06.7","-13 27 32",5.08,0.8,"  G5IV              ",\N,\N,\N,"*"
8867,\N,219841,\N,\N,"23 17 18.9","+75 17 57",6.38,0.03,"  A2V s             ",\N,\N,\N,\N
8868," 96    Aqr",219877,16676,\N,"23 19 24.0","-05 07 28",5.55,0.39,"  F3IV-V            ",\N,\N,\N,"*"
8869,\N,219879,\N,\N,"23 19 24.1","-18 04 31",5.93,1.52," gK3                ",\N,\N,\N,\N
8870,\N,219891,\N,\N,"23 19 02.4","+45 08 14",6.5,\N,"  A5Vn              ",\N,\N,\N,\N
8871,\N,219912,\N,\N,"23 19 43.2","-33 42 29",6.37,1.3,"  K2III             ",\N,\N,\N,\N
8872," 34Omi Cep",219916,16666,14495,"23 18 37.5","+68 06 42",4.75,0.84,"  K0III             ",\N,\N,\N,"*"
8873,\N,219927,\N,\N,"23 19 27.4","+34 47 36",6.32,-0.08,"  B8III             ",\N,\N,\N,\N
8874," 11    And",219945,\N,\N,"23 19 29.8","+48 37 31",5.44,1.03,"  K0III             ",\N,\N,\N,\N
8875,\N,219962,\N,\N,"23 19 41.6","+48 22 51",6.32,1.12,"  K1III             ",\N,\N,\N,\N
8876," 10    And",219981,\N,\N,"23 19 52.4","+42 04 41",5.79,1.48,"  M0III             ",\N,\N,\N,\N
8877,\N,220003,\N,\N,"23 20 50.0","-50 18 24",6.05,0.42,"  F5mDel Del        ",\N,\N,\N,"*"
8878,"  7    Psc",220009,\N,\N,"23 20 20.6","+05 22 53",5.05,1.2,"  K2III             ",\N,\N,\N,\N
8879,\N,220035,\N,14515,"23 20 40.9","-05 54 29",6.17,1.07,"  K0III             ",\N,\N,\N,"*"
8880," 62Tau Peg",220061,\N,"Tau Peg  ","23 20 38.2","+23 44 25",4.6,0.17,"  A5Vp              ",\N,\N,\N,"*"
8881,\N,220074,\N,\N,"23 20 14.3","+61 58 12",6.45,\N,"  K1V               ",\N,\N,\N,"*"
8882," 63    Peg",220088,\N,\N,"23 20 49.6","+30 24 54",5.59,1.5,"  M0III             ",\N,\N,\N,\N
8883,\N,220096,\N,\N,"23 21 15.5","-26 59 12",5.64,0.82,"  G4V               ",\N,\N,\N,\N
8884,\N,220105,16685,\N,"23 20 44.0","+44 06 59",6.13,0.17,"  A5Vn              ",\N,\N,\N,"*"
8885," 12    And",220117,\N,\N,"23 20 53.3","+38 10 56",5.77,0.46,"  F5V               ",\N,\N,\N,\N
8886,\N,220130,16690,\N,"23 20 34.6","+62 12 47",6.39,1.61,"  K2III             ",\N,\N,\N,"*"
8887," 64    Peg",220222,16702,\N,"23 21 54.9","+31 48 45",5.32,-0.11,"  B6III             ",\N,\N,\N,\N
8888,\N,220242,\N,\N,"23 21 58.2","+26 36 32",6.62,0.37,"  F5V               ",\N,\N,\N,\N
8889,\N,220263,\N,14529,"23 22 56.9","-60 03 21",6.09,1.6,"  M3III             ",\N,\N,\N,"*"
8890," 97    Aqr",220278,16708,\N,"23 22 39.2","-15 02 21",5.2,0.2,"  A3Vp              ",\N,\N,\N,"*"
8891," 65    Peg",220318,\N,\N,"23 22 40.5","+20 49 43",6.29,-0.04,"  B9.5V             ",\N,\N,\N,"*"
8892," 98    Aqr",220321,\N,\N,"23 22 58.2","-20 06 02",3.97,1.1,"  K0III             ",\N,\N,\N,\N
8893," 66    Peg",220363,16715,\N,"23 23 04.6","+12 18 50",5.08,1.31,"  K3III             ",\N,\N,\N,"*"
8894,\N,220369,\N,\N,"23 22 32.5","+60 08 01",5.56,1.68,"  K3II              ",\N,\N,\N,\N
8895,\N,220392,\N,\N,"23 23 54.3","-53 48 30",6.15,0.26,"  A4III             ",\N,\N,\N,"*"
8896,\N,220401,\N,\N,"23 23 45.4","-43 07 28",6.1,1.46,"  K3III             ",\N,\N,\N,\N
8897,\N,220406,\N,\N,"23 23 31.9","+00 17 29",6.31,1.61,"  K2                ",\N,\N,\N,\N
8898,\N,220440,\N,\N,"23 24 13.1","-51 53 29",5.75,1.59,"  M0III             ",\N,\N,\N,\N
8899,\N,220460,\N,\N,"23 23 47.5","+32 31 53",6.69,0.45,"  F4V w             ",\N,\N,\N,"*"
8900,\N,220465,\N,\N,"23 24 07.8","-18 41 15",6.19,1.02,"  G8III             ",\N,\N,\N,\N
8901,\N,220572,\N,\N,"23 25 19.4","-56 50 57",5.59,1.07,"  K0III             ",\N,\N,\N,"*"
8902,\N,220575,\N,\N,"23 24 35.0","+41 06 46",6.72,0.06,"  B8III             ",\N,\N,\N,"*"
8903," 67    Peg",220599,\N,\N,"23 24 50.8","+32 23 06",5.57,-0.11,"  B9III             ",\N,\N,\N,\N
8904,"  4    Cas",220652,\N,14549,"23 24 50.3","+62 16 58",4.98,1.68,"  M1III             ",\N,\N,\N,"*"
8905," 68Ups Peg",220657,\N,\N,"23 25 22.8","+23 24 15",4.4,0.61,"  F8III             ",\N,\N,\N,"*"
8906," 99    Aqr",220704,\N,14554,"23 26 02.8","-20 38 31",4.39,1.47,"  K5III             ",\N,\N,\N,"*"
8907,"   Omi Gru",220729,\N,\N,"23 26 36.6","-52 43 18",5.52,0.4,"  F4V               ",\N,\N,\N,\N
8908,\N,220759,\N,\N,"23 27 07.2","-66 34 52",6.45,1.47,"  K4III             ",\N,\N,\N,\N
8909,\N,220790,\N,\N,"23 27 15.0","-58 28 34",5.63,0.98,"  G8III             ",\N,\N,\N,\N
8910,\N,220802,\N,\N,"23 27 09.1","-50 09 26",6.2,-0.08,"  B9V               ",\N,\N,\N,\N
8911,"  8Kap Psc",220825,\N,"Kap Psc  ","23 26 56.0","+01 15 20",4.94,0.03,"  A0pCrSi:Sr:       ",\N,\N,\N,"*"
8912,"  9    Psc",220858,\N,14568,"23 27 14.8","+01 07 21",6.25,1.02,"  G7III             ",\N,\N,\N,"*"
8913," 13    And",220885,\N,\N,"23 27 07.4","+42 54 43",5.75,0,"  B9III             ",\N,\N,\N,"*"
8914,\N,220929,\N,\N,"23 28 00.7","-35 32 40",6.32,1.2,"  K2III             ",\N,\N,\N,\N
8915," 69    Peg",220933,\N,"HV Peg   ","23 27 40.4","+25 10 02",5.98,-0.06,"  A0pHgMn           ",\N,\N,\N,"*"
8916," 10The Psc",220954,\N,\N,"23 27 58.1","+06 22 44",4.28,1.07,"  K1III             ",\N,\N,\N,\N
8917,\N,220957,\N,\N,"23 28 05.2","-11 26 59",6.37,0.9,"  G0V               ",\N,\N,\N,\N
8918,\N,220974,\N,\N,"23 27 16.6","+70 21 35",5.6,0.19,"  A6IV              ",\N,\N,\N,\N
8919,\N,221006,\N,"CG Tuc   ","23 29 01.0","-63 06 39",5.68,-0.17,"  ApSi              ",\N,\N,\N,"*"
8920,\N,221051,\N,\N,"23 29 00.8","-44 29 52",6.43,1.18,"  K2III             ",\N,\N,\N,\N
8921,\N,221081,\N,\N,"23 29 00.6","-09 15 58",6.18,1.44,"  K0                ",\N,\N,\N,\N
8922,\N,221113,\N,\N,"23 29 05.6","+23 02 52",6.35,\N,"  G9III             ",\N,\N,\N,\N
8923," 70    Peg",221115,\N,\N,"23 29 09.3","+12 45 38",4.55,0.94,"  G7+III            ",\N,\N,\N,\N
8924,\N,221148,\N,14588,"23 29 32.1","-04 31 58",6.25,1.09,"  K3III             ",\N,\N,\N,\N
8925,\N,221246,\N,\N,"23 30 07.4","+49 07 59",6.17,1.46,"  K3III             ",\N,\N,\N,"*"
8926,\N,221253,16795,"AR Cas   ","23 30 02.0","+58 32 56",4.91,-0.12,"  B3IV              ",\N,\N,\N,"*"
8927,\N,221293,\N,\N,"23 30 39.7","+38 39 43",6.05,0.99,"  G9III             ",\N,\N,\N,\N
8928,\N,221308,\N,\N,"23 31 01.1","-06 17 18",6.39,1.26,"  K0                ",\N,\N,\N,\N
8929,\N,221323,\N,\N,"23 31 27.0","-44 50 37",6.02,1.02,"  K1III             ",\N,\N,\N,\N
8930," 14    And",221345,\N,14599,"23 31 17.4","+39 14 11",5.22,1.02,"  K0III             ",\N,\N,\N,\N
8931,\N,221356,\N,\N,"23 31 31.5","-04 05 14",6.49,0.54,"  F8V               ",\N,\N,\N,\N
8932,"100    Aqr",221357,\N,\N,"23 31 42.1","-21 22 10",6.29,0.33,"  A9III             ",\N,\N,\N,\N
8933,\N,221394,\N,"Var      ","23 31 43.1","+28 24 13",6.41,0.01,"  A1pSrCr:Eu:       ",\N,\N,\N,"*"
8934," 13    Psc",221409,\N,\N,"23 31 57.6","-01 05 09",6.38,1.18,"  K1III             ",\N,\N,\N,\N
8935,\N,221420,\N,\N,"23 33 19.5","-77 23 07",5.81,0.68,"  G2V               ",\N,\N,\N,\N
8936,\N,221491,\N,\N,"23 32 24.6","+34 57 09",6.65,-0.06,"  B8V               ",\N,\N,\N,\N
8937,"   Bet Scl",221507,\N,14608,"23 32 58.3","-37 49 06",4.37,-0.09,"  B9.5IVpHgMnEu     ",\N,\N,\N,"*"
8938,\N,221525,\N,\N,"23 27 00.8","+87 18 27",5.58,0.23,"  A7IV              ",\N,\N,\N,\N
8939,"101    Aqr",221565,\N,\N,"23 33 16.6","-20 54 52",4.71,0.02,"  A1n               ",\N,\N,\N,\N
8940," 71    Peg",221615,\N,"HW Peg   ","23 33 28.1","+22 29 56",5.32,1.6,"  M5IIIa            ",\N,\N,\N,"*"
8941,\N,221661,\N,\N,"23 33 42.7","+45 03 29",6.24,0.98,"  G8II              ",\N,\N,\N,\N
8942,\N,221662,\N,\N,"23 33 55.5","+20 50 27",6.06,1.73,"  M3III             ",\N,\N,\N,\N
8943," 72    Peg",221673,16836,14617,"23 33 57.2","+31 19 31",4.98,1.38,"  K4IIIb            ",\N,\N,\N,"*"
8944," 14    Psc",221675,\N,\N,"23 34 09.0","-01 14 51",5.87,0.3,"  A2m               ",\N,\N,\N,"*"
8945,\N,221740,\N,\N,"23 35 12.7","-64 41 22",7.4,\N,"  F2IV-V            ",\N,\N,\N,\N
8946,\N,221745,\N,\N,"23 34 49.4","-15 14 45",5.96,1.36,"  K0                ",\N,\N,\N,\N
8947," 15    And",221756,\N,14627,"23 34 37.5","+40 14 11",5.59,0.1,"  A1Vp              ",\N,\N,\N,"*"
8948," 73    Peg",221758,\N,\N,"23 34 38.2","+33 29 50",5.63,1.03," gK0                ",\N,\N,\N,\N
8949,"   Iot Phe",221760,\N,"Iot Phe  ","23 35 04.6","-42 36 54",4.71,0.08,"  A2VpSrCrEu        ",\N,\N,\N,"*"
8950,\N,221776,16843,\N,"23 34 46.7","+38 01 26",6.18,1.58,"  K7III             ",\N,\N,\N,\N
8951,\N,221835,\N,\N,"23 35 32.1","-07 27 52",6.39,0.88," gG5                ",\N,\N,\N,\N
8952,\N,221861,\N,\N,"23 34 59.0","+71 38 32",5.84,1.8,"  G9Ib              ",\N,\N,\N,\N
8953,\N,221905,\N,\N,"23 35 55.9","+24 33 40",6.45,1.73,"  M1III             ",\N,\N,\N,\N
8954," 16    Psc",221950,\N,\N,"23 36 23.3","+02 06 08",5.68,0.44,"  F6Vb vw           ",\N,\N,\N,"*"
8955,\N,221970,\N,\N,"23 36 30.5","+32 54 15",6.35,0.46,"  F6V               ",\N,\N,\N,\N
8956,\N,222004,\N,\N,"23 37 05.4","-31 52 15",6.52,1.26,"  K1III             ",\N,\N,\N,"*"
8957,\N,222060,\N,\N,"23 38 24.1","-76 52 12",6,0.9,"  K0-2III           ",\N,\N,\N,\N
8958,\N,222093,16878,\N,"23 37 39.6","-13 03 37",5.65,1.03,"  G9IIIFe-0.5       ",\N,\N,\N,\N
8959,\N,222095,\N,\N,"23 37 51.0","-45 29 33",4.74,0.08,"  A2V               ",\N,\N,\N,"*"
8960," 74    Peg",222098,\N,\N,"23 37 39.8","+16 49 32",6.26,0,"  A1V               ",\N,\N,\N,"*"
8961," 16Lam And",222107,\N,"Lam And  ","23 37 33.9","+46 27 29",3.82,1.01,"  G8III-IV          ",\N,\N,\N,"*"
8962,\N,222109,16877,\N,"23 37 32.0","+44 25 45",5.8,-0.06,"  B8V               ",\N,\N,\N,"*"
8963," 75    Peg",222133,\N,"KS Peg   ","23 37 56.8","+18 24 02",5.53,0,"  A1Vn              ",\N,\N,\N,"*"
8964,\N,222143,\N,\N,"23 37 58.6","+46 11 59",6.58,0.66,"  G5                ",\N,\N,\N,\N
8965," 17Iot And",222173,\N,14646,"23 38 08.2","+43 16 05",4.29,-0.1,"  B8V               ",\N,\N,\N,\N
8966,"   The Phe",222287,\N,\N,"23 39 28.0","-46 38 16",6.09,0.24,"  A8V+F0V           ",\N,\N,\N,"*"
8967," 18    And",222304,\N,\N,"23 39 08.3","+50 28 18",5.3,-0.06,"  B9V               ",\N,\N,\N,\N
8968,"102Ome1Aqr",222345,\N,\N,"23 39 47.1","-14 13 18",5,0.24,"  F0IV              ",\N,\N,\N,\N
8969," 17Iot Psc",222368,\N,14657,"23 39 57.0","+05 37 35",4.13,0.51,"  F7V               ",\N,\N,\N,"*"
8970,\N,222377,\N,\N,"23 39 55.1","+09 40 38",5.97,0.2,"  A2IVm             ",\N,\N,\N,\N
8971,\N,222386,\N,\N,"23 39 10.4","+75 17 34",5.95,0.13,"  A3V               ",\N,\N,\N,\N
8972,\N,222387,\N,\N,"23 39 21.1","+74 00 10",5.98,0.89,"  G8III             ",\N,\N,\N,\N
8973,\N,222399,16913,\N,"23 40 02.8","+37 39 09",6.53,0.35,"  F2IV              ",\N,\N,\N,"*"
8974," 35Gam Cep",222404,\N,14656,"23 39 20.8","+77 37 57",3.21,1.03,"  K1III-IV          ",\N,\N,\N,"*"
8975,"   Mu  Scl",222433,\N,14661,"23 40 38.2","-32 04 23",5.31,0.97,"  K1III             ",\N,\N,\N,\N
8976," 19Kap And",222439,16916,\N,"23 40 24.5","+44 20 02",4.14,-0.08,"  B9IVn             ",\N,\N,\N,"*"
8977,\N,222451,\N,\N,"23 40 40.6","+36 43 15",6.23,0.39,"  F1V               ",\N,\N,\N,"*"
8978,\N,222485,\N,14665,"23 41 07.0","-24 09 37",6.6,1.57,"  M1III             ",\N,\N,\N,"*"
8979,\N,222493,\N,\N,"23 41 08.9","-11 40 50",5.89,1,"  G9III             ",\N,\N,\N,"*"
8980,"103    Aqr",222547,\N,\N,"23 41 34.5","-18 01 38",5.34,1.57,"  K5III             ",\N,\N,\N,\N
8981,\N,222570,\N,\N,"23 41 26.9","+49 30 44",6.26,0.19,"  A4V               ",\N,\N,\N,\N
8982,"104    Aqr",222574,\N,14671,"23 41 45.8","-17 48 59",4.82,0.82,"  G0Ib-II           ",\N,\N,\N,"*"
8983,\N,222602,\N,14672,"23 41 56.7","+07 15 02",5.89,0.1,"  A3Vn              ",\N,\N,\N,"*"
8984," 18Lam Psc",222603,\N,\N,"23 42 02.8","+01 46 48",4.5,0.2,"  A7V               ",\N,\N,\N,"*"
8985,\N,222618,\N,\N,"23 41 54.5","+57 15 36",6.24,\N,"  G8III             ",\N,\N,\N,\N
8986,\N,222641,\N,14674,"23 42 14.8","+44 59 31",6.57,\N," gK5                ",\N,\N,\N,\N
8987,\N,222643,\N,\N,"23 42 27.9","-15 26 52",5.28,1.37,"  K4III             ",\N,\N,\N,"*"
8988,"105Ome2Aqr",222661,16944,\N,"23 42 43.3","-14 32 42",4.49,-0.04,"  B9.5V             ",\N,\N,\N,"*"
8989,\N,222670,16940,\N,"23 42 20.8","+64 30 56",6.56,1.88,"  M2III             ",\N,\N,\N,\N
8990,\N,222682,\N,\N,"23 42 31.5","+61 40 46",6.4,1.24,"  K2III             ",\N,\N,\N,\N
8991," 77    Peg",222764,\N,14679,"23 43 22.4","+10 19 53",5.06,1.68,"  M2III             ",\N,\N,\N,"*"
8992,\N,222800,\N,"R Aqr    ","23 43 49.5","-15 17 04",6.36,1.58,"  M7IIIpe           ",\N,\N,\N,"*"
8993,\N,222803,\N,\N,"23 44 01.4","-45 05 00",6.09,0.98,"  K1III-IV          ",\N,\N,\N,\N
8994,\N,222805,\N,\N,"23 44 25.4","-70 29 25",6.07,0.91,"  G8-K0IV           ",\N,\N,\N,\N
8995,\N,222806,\N,\N,"23 44 40.7","-78 47 29",5.75,1.11,"  K1III             ",\N,\N,\N,\N
8996,\N,222820,\N,\N,"23 44 12.0","-64 24 16",5.72,1.4,"  K2II-III          ",\N,\N,\N,\N
8997," 78    Peg",222842,16957,\N,"23 43 59.5","+29 21 42",4.93,0.95,"  K0III             ",\N,\N,\N,"*"
8998,"106    Aqr",222847,\N,\N,"23 44 12.1","-18 16 37",5.24,-0.08,"  B9Vn              ",\N,\N,\N,\N
8999,\N,222872,16963,\N,"23 44 28.9","-26 14 47",6.17,0.5,"  F4V               ",\N,\N,\N,"*"
9000,\N,222932,\N,\N,"23 44 48.3","+55 47 59",6.51,\N," gG4                ",\N,\N,\N,\N
9001,\N,223011,\N,\N,"23 46 01.2","-40 10 57",6.31,0.2,"  A7III-IV          ",\N,\N,\N,\N
9002,"107    Aqr",223024,16979,\N,"23 46 00.9","-18 40 41",5.29,0.28,"  F2III+F2V         ",\N,\N,\N,"*"
9003," 20Psi And",223047,\N,\N,"23 46 02.1","+46 25 13",4.95,1.11,"  G5Ib+A0V          ",\N,\N,\N,"*"
9004," 19    Psc",223075,\N,"TX Psc   ","23 46 23.5","+03 29 12",5.04,2.6,"  C5II              ",\N,\N,\N,"*"
9005,\N,223128,\N,\N,"23 46 36.7","+66 46 56",5.95,-0.04,"  B2IV              ",\N,\N,\N,\N
9006,"   Sig Phe",223145,\N,\N,"23 47 16.0","-50 13 36",5.18,-0.19,"  B3V               ",\N,\N,\N,\N
9007,\N,223148,\N,\N,"23 47 23.3","-68 23 39",6.89,0.46,"  F2V               ",\N,\N,\N,\N
9008,"  5Tau Cas",223165,\N,14707,"23 47 03.5","+58 39 07",4.87,1.11,"  K1IIIa            ",\N,\N,\N,\N
9009,\N,223170,\N,\N,"23 47 15.9","-11 54 39",5.73,1.08," gK1                ",\N,\N,\N,\N
9010,\N,223173,\N,\N,"23 47 01.9","+57 27 05",5.51,1.65,"  K3IIb             ",\N,\N,\N,\N
9011,\N,223229,17006,14709,"23 47 33.2","+46 49 57",6.07,-0.14,"  B3IV              ",\N,\N,\N,"*"
9012," 20    Psc",223252,\N,\N,"23 47 56.5","-02 45 42",5.49,0.94,"  G8III             ",\N,\N,\N,"*"
9013,\N,223274,\N,\N,"23 47 54.8","+67 48 25",5.04,-0.01,"  A1Vn              ",\N,\N,\N,\N
9014,\N,223311,\N,14715,"23 48 32.5","-06 22 50",6.07,1.45,"  K4III             ",\N,\N,\N,\N
9015,\N,223346,\N,\N,"23 48 49.3","+02 12 51",6.46,0.44,"  F5III-IV          ",\N,\N,\N,\N
9016,"   Del Scl",223352,17021,\N,"23 48 55.6","-28 07 49",4.57,0.01,"  A0V               ",\N,\N,\N,"*"
9017,\N,223358,17020,"V650 Cas ","23 48 39.0","+64 52 35",6.41,0.06,"  A0pSrSi:Cr:       ",\N,\N,\N,"*"
9018,"  6    Cas",223385,17022,"V566 Cas ","23 48 50.2","+62 12 52",5.43,0.67,"  A3Ia              ",\N,\N,\N,"*"
9019,\N,223386,\N,\N,"23 48 53.9","+59 58 44",6.34,-0.01,"  A0V               ",\N,\N,\N,\N
9020,\N,223421,\N,\N,"23 49 12.0","+58 57 47",6.33,0.4,"  F2IV              ",\N,\N,\N,\N
9021,\N,223428,\N,\N,"23 49 31.6","-15 51 40",6.24,1.22,"  K2IIIbFe-0.5      ",\N,\N,\N,\N
9022," 21    Psc",223438,\N,\N,"23 49 27.5","+01 04 34",5.77,0.16,"  A5Vm              ",\N,\N,\N,\N
9023,\N,223444,\N,\N,"23 49 44.7","-62 50 22",6.59,1.48,"  K5III             ",\N,\N,\N,\N
9024,\N,223460,\N,"OU And   ","23 49 41.0","+36 25 31",5.9,0.79,"  G1III             ",\N,\N,\N,"*"
9025," 79    Peg",223461,\N,\N,"23 49 39.4","+28 50 33",5.97,0.19,"  A2m               ",\N,\N,\N,\N
9026,\N,223466,17029,\N,"23 49 49.6","-25 19 53",6.42,0.12,"  A3V               ",\N,\N,\N,\N
9027,\N,223524,\N,\N,"23 50 14.7","-09 58 27",5.94,1.13,"  K0IV              ",\N,\N,\N,\N
9028,\N,223552,17032,\N,"23 50 22.3","+51 37 18",6.44,0.37,"  F3V               ",\N,\N,\N,\N
9029,\N,223559,\N,\N,"23 50 33.3","-14 24 07",5.72,1.51,"  K4.5IIIb          ",\N,\N,\N,\N
9030," 80    Peg",223637,\N,"HH Peg   ","23 51 21.2","+09 18 48",5.79,1.66,"  M3IIIa            ",\N,\N,\N,"*"
9031,"108    Aqr",223640,\N,"ET Aqr   ","23 51 21.3","-18 54 32",5.18,-0.14,"  B9pSiSrCr         ",\N,\N,\N,"*"
9032,"   Gam1Oct",223647,\N,\N,"23 52 06.4","-82 01 08",5.11,0.92,"  G7III             ",\N,\N,\N,\N
9033," 22    Psc",223719,\N,\N,"23 51 57.9","+02 55 49",5.55,1.53,"  K4IIIaBa0.3       ",\N,\N,\N,"*"
9034,\N,223731,\N,\N,"23 51 57.6","+77 35 58",6.55,0.44,"  F5V               ",\N,\N,\N,\N
9035,\N,223755,\N,\N,"23 52 23.4","+21 40 15",6.11,1.59,"  M2III             ",\N,\N,\N,\N
9036," 81Phi Peg",223768,\N,14735,"23 52 29.3","+19 07 13",5.08,1.6,"  M2.5IIIb          ",\N,\N,\N,\N
9037,\N,223774,\N,\N,"23 52 30.0","-14 15 04",5.87,1.28,"  K3III             ",\N,\N,\N,\N
9038,\N,223778,17062,\N,"23 52 25.1","+75 32 41",6.39,0.98,"  K3V               ",\N,\N,\N,"*"
9039," 82    Peg",223781,\N,"HT Peg   ","23 52 37.1","+10 56 51",5.3,0.18,"  A4Vn              ",\N,\N,\N,"*"
9040,\N,223807,\N,\N,"23 52 50.5","-08 59 48",5.75,1.17,"  K0III             ",\N,\N,\N,\N
9041," 24    Psc",223825,\N,\N,"23 52 55.6","-03 09 20",5.93,1.07,"  G9III             ",\N,\N,\N,"*"
9042," 25    Psc",223855,\N,\N,"23 53 04.8","+02 05 26",6.28,-0.01,"  A1V               ",\N,\N,\N,\N
9043,\N,223884,\N,\N,"23 53 20.8","-24 13 45",6.24,0.19,"  A3Shell           ",\N,\N,\N,"*"
9044,\N,223991,17090,\N,"23 54 21.4","-27 02 32",6.35,0.2,"  A2V+F2V           ",\N,\N,\N,"*"
9045,"  7Rho Cas",224014,\N,"Rho Cas  ","23 54 23.0","+57 29 58",4.54,1.22,"  G20e              ",\N,\N,\N,"*"
9046,\N,224022,\N,\N,"23 54 38.6","-40 18 00",6.03,0.57,"  F8IV              ",\N,\N,\N,\N
9047,\N,224062,\N,"XZ Psc   ","23 54 46.6","+00 06 33",5.61,1.59,"  M5III             ",\N,\N,\N,"*"
9048," 26    Psc",224103,\N,\N,"23 55 07.8","+07 04 16",6.21,-0.07,"  B9V               ",\N,\N,\N,\N
9049,\N,224113,\N,"AL Scl   ","23 55 16.6","-31 55 18",6.1,-0.08,"  B6V               ",\N,\N,\N,"*"
9050,\N,224112,\N,\N,"23 55 16.6","-31 53 03",6.83,-0.08,"  B8V               ",\N,\N,\N,\N
9051,\N,224128,\N,\N,"23 55 23.0","+25 57 18",6.54,\N,"  K5                ",\N,\N,\N,\N
9052,\N,224151,\N,"V373 Cas ","23 55 33.7","+57 24 44",6,0.21,"  B0.5II+B0.5II     ",\N,\N,\N,"*"
9053,\N,224165,\N,\N,"23 55 33.6","+47 21 21",6,1.16,"  G8Ib              ",\N,\N,\N,\N
9054,\N,224283,\N,\N,"23 56 29.9","-24 44 14",6.31,0.92,"  G5                ",\N,\N,\N,\N
9055,\N,224303,\N,\N,"23 56 41.5","+22 38 53",6.15,1.6,"  M2III             ",\N,\N,\N,\N
9056,\N,224309,\N,"V Cep    ","23 56 27.7","+83 11 28",6.59,0.05,"  A3V               ",\N,\N,\N,"*"
9057,\N,224342,\N,\N,"23 57 03.6","+42 39 30",5.97,0.69,"  F8III             ",\N,\N,\N,"*"
9058,\N,224350,\N,14772,"23 57 08.3","-26 37 25",6.26,1.45,"  K3III             ",\N,\N,\N,\N
9059,\N,224355,\N,14773,"23 57 08.5","+55 42 21",5.55,0.49,"  F1/6V+F3          ",\N,\N,\N,"*"
9060,\N,224361,\N,\N,"23 57 19.9","-62 57 23",5.97,0.11,"  A1IV              ",\N,\N,\N,"*"
9061,"   Gam2Oct",224362,\N,\N,"23 57 32.7","-82 10 12",5.73,1.05,"  K0III             ",\N,\N,\N,\N
9062,"   Eta Tuc",224392,\N,\N,"23 57 35.2","-64 17 54",5,0.06,"  A1V               ",\N,\N,\N,\N
9063,\N,224404,\N,\N,"23 57 33.5","+60 01 25",6.47,0.01,"  B9III-IV          ",\N,\N,\N,\N
9064," 84Psi Peg",224427,\N,14777,"23 57 45.5","+25 08 29",4.66,1.59,"  M3III             ",\N,\N,\N,"*"
9065,"  1    Cet",224481,\N,\N,"23 58 21.2","-15 50 51",6.26,1.08,"  K0II-III          ",\N,\N,\N,\N
9066,\N,224490,17135,"R Cas    ","23 58 24.8","+51 23 19",4.8,1.83,"  M7IIIe            ",\N,\N,\N,"*"
9067," 27    Psc",224533,17137,14785,"23 58 40.4","-03 33 22",4.86,0.93,"  G9III             ",\N,\N,\N,"*"
9068,\N,224544,\N,"Var?     ","23 58 49.2","+32 22 54",6.52,-0.11,"  B6IVe             ",\N,\N,\N,"*"
9069,"   Pi  Phe",224554,\N,\N,"23 58 55.8","-52 44 45",5.13,1.13,"  K0III             ",\N,\N,\N,\N
9070,\N,224559,\N,"LQ And   ","23 58 46.5","+46 24 47",6.54,-0.09,"  B4Ven             ",\N,\N,\N,"*"
9071,"  8Sig Cas",224572,17140,\N,"23 59 00.5","+55 45 18",4.88,-0.07,"  B1V               ",\N,\N,\N,"*"
9072," 28Ome Psc",224617,\N,14793,"23 59 18.7","+06 51 48",4.01,0.42,"  F4IV              ",\N,\N,\N,"*"
9073,\N,224630,\N,\N,"23 59 27.9","-29 29 06",5.62,1.6,"  K5III             ",\N,\N,\N,\N
